793F1	Implantation of cardioverter defibrillator using two electrode leads	14
793F3	Renewal of cardioverter defibrillator	13
793Fz	Cardioverter defibrillator introduced through the vein NOS	3
793G	Percutaneous transluminal balloon angioplasty and stenting of coronary artery	187
793G0	Percutaneous transluminal balloon angioplasty and insertion of 1-2 drug eluting stents into coronary artery	7
793G1	Percutaneous transluminal balloon angioplasty and insertion of 3 or more drug eluting stents into coronary artery	2
793G2	Percutaneous transluminal balloon angioplasty and insertion of 1-2 stents into coronary artery	9
793G3	Percutaneous coronary balloon angioplasty and 3 or more stents into coronary artery NEC	1
793Gy	Other specified percutaneous transluminal balloon angioplasty and stenting of coronary artery	1
793Gz	Percutaneous transluminal balloon angioplasty and stenting of coronary artery NOS	13
793M0	Percutaneous transluminal ablation of pulmonary vein to left atrium conducting system	2
793M1	Percutaneous transluminal ablation of atrial wall for atrial flutter	14
793M2	Percutaneous transluminal internal cardioversion NEC	4
793M3	Percutaneous transluminal ablation of conducting system of heart for atrial flutter NEC	5
79V9	Unknown code.	1
79y	Other specified operations on heart	16
79z	Heart operations NOS	23
7A1A3	Aortography	1
7A238	Percutaneous coil embolisation of cerebral artery aneurysm	2
7A546	Percutaneous embolisation of uterine artery	1
7A60	Arteriovenous shunt	4
7A601	Creation of arteriovenous fistula NEC	120
7A602	Attention to arteriovenous shunt	2
7A605	Thrombectomy of arteriovenous fistula	2
7A606	Creation of graft fistula for dialysis	5
7A60y	Other specified arteriovenous shunt	2
7A60z	Arteriovenous shunt NOS	2
7A611	Repair of acquired arteriovenous fistula	1868
7A6C7	Insertion of Port-a-cath	2
7A6C8	Removal of Port-a-cath	2
7A6G0	Revascularisation for impotence	1
7B	Urinary operations	129
7B0	Kidney operations	63
7B00	Transplantation of kidney	225
7B000	Autotransplant of kidney	3
7B001	Transplantation of kidney from live donor	59
7B002	Transplantation of kidney from cadaver	88
7B00y	Other specified transplantation of kidney	1
7B00z	Transplantation of kidney NOS	27
7B01	Total nephrectomy	929
7B010	Radical nephrectomy	241
7B011	Nephroureterectomy-unspecified	131
7B012	Bilateral nephrectomy	5
7B013	Heminephrectomy for horseshoe kidney	5
7B014	Simple nephrectomy - other	72
7B015	Transplant nephrectomy	41
7B016	Simple nephrectomy -live donor	47
7B017	Nephroureterectomy with open lower ureterectomy	14
7B018	Nephroureterectomy with pluck lower ureterectomy	1
7B01y	Other specified total nephrectomy	20
7B01z	Total nephrectomy NOS	30
7B02	Partial nephrectomy	206
7B020	Heminephrectomy for duplex kidney	33
7B022	Upper pole partial nephrectomy	13
7B023	Lower pole partial nephrectomy	9
7B02y	Other specified partial nephrectomy	8
7B02z	Partial nephrectomy NOS	21
7B030	Open deroofing of renal cyst	3
7B031	Open excision of renal lesion	1
7B04	Open repair of kidney	382
7B040	Other open pyeloplasty	39
7B041	Revision of pyeloplasty	2
7B042	Nephropexy	4
7B045	Plication and pyeloplasty of kidney	4
7B046	Anderson-Hynes pyeloplasty	80
7B047	Culp pyeloplasty	6
7B04z	Open repair of kidney NOS	1
7B05	Incision of kidney or renal pelvis	8
7B050	Unspecified open removal of calculus from kidney	12
7B051	Open nephrostomy or pyelostomy	211
7B052	Closure of nephrostomy	4
7B053	Incision of kidney and removal of foreign body from kidney	4
7B054	Therapeutic open aspiration of renal cyst	11
7B055	Therapeutic open aspiration of renal pelvis	1
7B056	Pyelolithotomy	99
7B058	Simple nephrolithotomy	39
7B059	Anatrophic nephrolithotomy	1
7B05A	Attention to nephrostomy tube NEC	2
7B05z	Incision of kidney NOS	3
7B06	Other open operations on kidney	9
7B060	Open renal biopsy	224
7B061	Open renal denervation	2
7B062	Exploration of kidney	4
7B063	Exploration of renal transplant	5
7B06y	Other specified other open operation on kidney	1
7B06z	Other open operation on kidney NOS	5
7B07	Percutaneous renal stone surgery	402
7B070	Nephroscopy and ultrasound lithotripsy of renal calculus	38
7B071	Nephroscopy and electrohydraulic lithotripsy of renal calculus	4
7B072	Nephroscopy and laser lithotripsy of renal calculus	44
7B073	Percutaneous nephrolithotomy without disintegration	18
7B074	Endoscopic extraction of calculus of kidney nec	3
7B07y	Other specified percutaneous renal stone surgery	4
7B07z	Percutaneous renal stone surgery NOS	10
7B081	Endoscopic pyeloplasty	15
7B083	Endoscopic cryoablation of lesion of kidney	1
7B08y	Other specified other therapeutic endoscopic operation on kidney	1
7B09	Diagnostic endoscopy of kidney	6
7B090	Endoscopy and biopsy of renal lesion	71
7B094	Diagnostic endoscopic retrograde examination of kidney NEC	2
7B09z	Diagnostic endoscopy of the kidney NOS	2
7B0A	Percutaneous puncture of kidney	3
7B0A0	Percutaneous needle biopsy of renal lesion	81
7B0A1	Percutaneous drainage of renal lesion	1
7B0A2	Percutaneous aspiration of renal lesion	2
7B0A4	Percutaneous nephrostomy	35
7B0A5	Percutaneous antegrade pyelography	1
7B0A6	Removal of nephrostomy tube	12
7B0A7	Percutaneous insertion of nephrostomy tube	6
7B0A8	Percutaneous radiofrequency ablation of lesion of kidney	3
7B0Az	Percutaneous puncture of kidney NOS	1
7B0B	Extracorporeal shockwave lithotripsy for renal calculus	672
7B0B0	Extracorporeal shockwave lithotripsy for renal calculus of unspecified size	61
7B0B1	Extracorporeal shockwave lithotripsy for renal calculus less than 2 cm in diameter	19
7B0B2	Extracorporeal shockwave treatment for renal calculus of 2 cm or more in diameter	8
7B0By	Other specified extracorporeal shockwave lithotripsy for renal calculus	14
7B0Bz	Extracorporeal shockwave lithotripsy for renal calculus NOS	30
7B0C	Other operations on kidney	5
7B0C1	Maintenance of nephrostomy tube	16
7B0C2	Percutaneous nephrolithotomy NEC	29
7B0C3	Removal of nephrostomy tube	1
7B0Cy	Other specified other operation on kidney	2
7B0Cz	Other operation on kidney NOS	7
7B0D0	Nephrostomography	4
7B0F0	Live kidney donor screening	1
7B0F3	Post-transplantation of kidney examination, recipient	1
7B0y	Other specified operations on kidney	2
7B0z	Kidney operations NOS	13
7B1	Ureter operations	49
7B10	Excision of ureter	31
7B100	Total ureterectomy	1
7B103	Ureterectomy NEC	4
7B11	Urinary diversion	16
7B110	Construction of unspecified ileal conduit	37
7B112	Revision of urinary diversion	1
7B113	Cutaneous ureterostomy	8
7B114	Revision of urostomy stoma	10
7B115	Ureterosigmoidostomy	1
7B116	Construction of standard ileal conduit	13
7B117	Construction of continent ileal conduit	27
7B118	Creation of other continent conduit	2
7B119	Creation of colonic conduit	2
7B11A	Endoscopy of intestinal conduit	7
7B11z	Urinary diversion NOS	1
7B12	Reimplantation of ureter	92
7B120	Unspecified bilateral reimplantation of ureter	17
7B121	Unspecified unilateral reimplantation of ureter	4
7B122	Ureteric reimplantation after urinary diversion	8
7B123	Intravesical bilateral ureteric reimplantation	12
7B124	Intravesical and extravesical bilateral ureteric reimplantation	1
7B125	Extravesical bilateral reimplantation of ureters	3
7B126	Intravesical unilateral ureteric reimplantation	8
7B128	Extravesical unilateral reimplantation of ureter	3
7B12z	Reimplantation of ureter NOS	14
7B130	Anastomosis of ureter to bladder	3
7B134	Revision of ureteric anastomosis	1
7B135	Transureteroureterostomy	4
7B136	Ureteroureterostomy	2
7B14	Repair of ureter	3
7B14y	Other specified repair of ureter	2
7B14z	Repair of ureter NOS	1
7B15	Incision of ureter	22
7B150	Unspecified open ureterolithotomy	85
7B152	Upper third ureterolithotomy	8
7B153	Middle third ureterolithotomy	7
7B154	Lower third ureterolithotomy	10
7B15y	Other specified incision of ureter	1
7B16	Other open operations on ureter	2
7B160	Open excision of ureterocele	9
7B161	Open excision of ureteric lesion	2
7B162	Ureterolysis	16
7B164	Tapering of ureter	2
7B16y	Other specified other open operation on ureter	2
7B16z	Other open operation on ureter NOS	5
7B17	Therapeutic nephroscopic operations on ureter	1
7B170	Nephroscopic laser lithotripsy of ureteric calculus	16
7B171	Other nephroscopic fragmentation of ureteric calculus	43
7B172	Nephroscopic extraction of ureteric calculus	3
7B173	Nephroscopic insertion of ureteric stent	112
7B174	Percut nephroscopic balloon dilatation of ureter	1
7B17y	Other specified therapeutic nephroscopic operation on ureter	1
7B18	Ureteroscopic operations for ureteric calculus	114
7B180	Ureteroscopic laser lithotripsy of ureteric calculus	220
7B181	Other ureteroscopic fragmentation of ureteric calculus	29
7B182	Ureteroscopic extraction of ureteric calculus	58
7B183	Ureteroscopic insertion of ureteric stent	36
7B184	Ureteroscopic removal of ureteric stent	37
7B186	Ureteroscopic dilation of ureter	11
7B18y	Other specified therapeutic ureteroscopic operation on ureter	4
7B18z	Therapeutic ureteroscopic operation on ureter NOS	6
7B19	Cystoscopic removal of ureteric calculus	41
7B190	Cystoscopic laser lithotripsy of ureteric calculus	36
7B191	Other cystoscopic fragmentation of ureteric calculus	1
7B192	Cystoscopic extraction of ureteric calculus	72
7B194	Cystoscopic dilation of ureter for drainage of calculus	8
7B19y	Other specified cystoscopic removal of ureteric calculus	1
7B19z	Cystoscopic removal of ureteric calculus NOS	13
7B1A	Other therapeutic endoscopic operations on ureter	14
7B1A1	Endoscopic insertion of ureteric stent	310
7B1A2	Endoscopic removal of ureteric stent	322
7B1A3	Endoscopic dilatation of ureter	74
7B1A4	Endoscopic replacement of ureteric stent	22
7B1A5	Cystoscopic injection of bupivacaine into ureter	1
7B1A6	Endoscopic renewal of tubal prosthesis into ureter	1
7B1Ay	Other therapeutic endoscopic operation on ureter OS	4
7B1B	Diagnostic endoscopic examination of ureter	969
7B1B0	Endoscopic retrograde pyelography - unspecified	72
7B1B1	Endoscopic catheterisation of ureter	5
7B1B3	Endoscopic biopsy of ureter	9
7B1B4	Simple diagnostic ureteroscopy	17
7B1B5	Retrograde catheter ureteropyelography	12
7B1B6	Retrograde bulb ureteropyelography	2
7B1B8	Nephroscopic ureteroscopy	1
7B1By	Other specified diagnostic endoscopic examination of ureter	3
7B1Bz	Diagnostic endoscopic examination of ureter NOS	29
7B1C	Extracorporeal shockwave lithotripsy of ureteric calculus	164
7B1C0	Extracorporeal shockwave lithotripsy of unspecified ureteric calculus	5
7B1C1	Extracorporeal shockwave therapy for stone in upper ureter	5
7B1C2	Extracorporeal shockwave lithotripsy for stone in mid-ureter	7
7B1C3	Extracorporeal shockwave lithotripsy for stone in lower ureter	4
7B1Cy	Other specified extracorporeal shockwave lithotripsy of ureteric calculus	3
7B1Cz	Extracorporeal shockwave lithotripsy of ureteric calculus NOS	10
7B1D	Operations on ureteric orifice	3
7B1D1	Unspecified endoscopic ureteric meatotomy	33
7B1D2	Endoscopic subureteric teflon injection	2
7B1D3	Endoscopic incision of ureterocele	16
7B1D4	Endoscopic dilatation of ureteric orifice	9
7B1D6	Endoscopic incision of ureterocele	2
7B1D7	Endoscopic transurethral resection of ureteric orifice	2
7B1Dz	Operation on ureteric orifice NOS	1
7B1E	Percutaneous ureteric stent procedures	50
7B1E0	Percutaneous insertion of metallic stent into ureter	1
7B1E1	Percutaneous insertion of plastic stent into ureter	2
7B1E2	Percutaneous replacement of metallic stent into ureter	2
7B1E4	Percutaneous insertion of ureteric stent into ureter NEC	7
7B1Ey	Other specified percutaneous ureteric stent procedures	5
7B1Ez	Percutaneous ureteric stent procedures NOS	10
7B1F	Therapeutic endoscopic operations on urinary diversion	1
7B1y	Other specified operations on ureter	5
7B1z	Ureter operations NOS	6
7B2	Bladder operations	155
7B20	Total excision of bladder	73
7B200	Radical cystoprostatourethrectomy	12
7B201	Radical cystourethrectomy - female	5
7B202	Radical cystoprostatectomy	39
7B203	Simple cystectomy	104
7B204	Cystectomy NEC	176
7B205	Cystourethrectomy	37
7B20y	Other specified total excision of bladder	3
7B20z	Total excision of bladder NOS	4
7B21	Partial excision of bladder	36
7B210	Diverticulectomy of bladder	14
7B211	Partial cystectomy	23
7B21y	Other specified partial excision of bladder	2
7B22	Enlargement or replacement of bladder	9
7B220	Unspecified caecocystoplasty	3
7B221	Unspecified ileocystoplasty	4
7B222	Unspecified colocystoplasty	7
7B223	Ileocaecocystoplasty	4
7B225	Caecal bladder augmentation	1
7B227	Ileal augmentation of bladder	1
7B228	Clam ileocystoplasty	9
7B229	Ileal bladder replacement	3
7B22A	Colonic bladder augmentation	1
7B23	Other repair of bladder	82
7B230	Cystourethroplasty	11
7B231	Repair of vesicocolic fistula	17
7B232	Suture of bladder NEC	1
7B233	Repair of rupture of bladder	6
7B234	Closure of exstrophy of bladder	5
7B235	Repair of fistula of bladder NEC	2
7B23y	Other specified other repair of bladder	5
7B23z	Other repair of bladder NOS	11
7B24	Open drainage of bladder	43
7B240	Perineal urethrostomy	13
7B241	Cystostomy and insertion of suprapubic catheter	24
7B242	Cystostomy tube replaced	2
7B243	Cystostomy NEC	2
7B24z	Open drainage of bladder NOS	1
7B250	Open removal of bladder calculus	5
7B251	Open removal of foreign body from bladder	1
7B252	Cystostomy and removal of blood clot	1
7B260	Open extirpation of bladder lesion	6
7B262	Open transection of bladder	6
7B263	Open biopsy of bladder lesion	45
7B264	Exploration of bladder	4
7B265	Vesicostomy	6
7B26y	Other specified other open operation on bladder	2
7B27	Endoscopic extirpation of bladder lesion	749
7B270	Unspecified cystoscopy and transurethral resection of bladder lesion	93
7B271	Unspecified cystoscopy and cystodiathermy	55
7B273	Rigid cystoscopy and transurethral resection of bladder lesion	32
7B274	Rigid cystoscopic diathermy of lesion of bladder	31
7B275	Other rigid cystoscopic destruction of bladder lesion	1
7B276	Flexible cystoscopic excision of bladder lesion	73
7B277	Flexible cystoscopy and cystodiathermy to bladder lesion	400
7B278	Other flexible cystoscopic destruction of bladder lesion	4
7B279	Endoscopic destruction of bladder tumour by laser	3
7B27z	Cystoscopic extirpation of bladder lesion NOS	2
7B28	Endoscopic operations to increase bladder capacity	6
7B280	Endoscopic bladder transection	5
7B281	Balloon bladder distension	13
7B282	Other endoscopic overdistension of bladder	3
7B283	Endoscopic subtrigonal phenol injection	3
7B284	Cystoscopic hydrostatic distension of bladder	22
7B286	Endoscopic hydrostatic distension of bladder	8
7B28y	Other specified endoscopic operation to increase bladder capacity	1
7B28z	Endoscopic operation to increase bladder capacity NOS	1
7B29	Other therapeutic cystoscopy	286
7B290	Endoscopic litholapaxy	119
7B291	Other endoscopic extraction of bladder calculus	11
7B292	Endoscopic removal of foreign body from bladder	14
7B293	Endoscopic removal of blood clot from bladder	1
7B294	Electrokinetic lithotripsy of bladder calculus	9
7B29y	Other specified other therapeutic cystoscopic operation on bladder	12
7B29z	Other therapeutic cystoscopy NOS	45
7B2A	Diagnostic cystoscopy	9513
7B2A0	Unspecified diagnostic cystoscopy and biopsy of bladder lesion	156
7B2A1	Unspecified diagnostic cystoscopic examination of bladder and biopsy of lesion of prostate	73
7B2A2	Diagnostic cystoscopy using rigid instrument	95
7B2A3	Diagnostic cystoscopy and biopsy of bladder lesion using rigid instrument	24
7B2A4	Check cystoscopy using rigid instrument	63
7B2A5	Check cystoscopy and biopsy of bladder lesion using rigid instrument	14
7B2A6	Diagnostic cystoscopy using flexible instrument	4147
7B2A7	Diagnostic cystoscopy and biopsy of bladder lesion using flexible instrument	24
7B2A8	Check cystoscopy using flexible instrument	1596
7B2A9	Check cystoscopy and biopsy of bladder lesion using flexible instrument	85
7B2AA	Diagnostic endoscopic examination of bladder and biopsy of lesion of bladder using rigid cystoscope	2
7B2AB	Diagnostic endoscopic examination of bladder and biopsy of lesion of prostate using rigid cystoscope	1
7B2AD	Diagnostic endoscopic examination of bladder and biopsy of lesion of bladder NEC	2
7B2AE	Diagnostic endoscopic examination of bladder and biopsy of lesion of prostate NEC	3
7B2Ay	Other specified diagnostic cystoscopy	21
7B2Az	Diagnostic cystoscopy NOS	794
7B2B	Urethral catheterisation of bladder	286
7B2B0	Urethral irrigation of bladder	6
7B2B1	Change of urethral catheter	125
7B2B2	Removal of urethral catheter	72
7B2B3	Manual bladder washout	49
7B2B5	Insertion of urethral catheter	159
7B2B6	Urethral catheterisation for urodynamics	14
7B2B7	Urodynamic studies using catheter	1
7B2B8	Maintenance of urethral catheter in bladder	2
7B2By	Other specified urethral catheterisation of bladder	12
7B2Bz	Urethral catheterisation of bladder NOS	33
7B2C	Other operations on bladder	5
7B2C1	Change of suprapubic catheter	97
7B2C2	Removal of suprapubic catheter	34
7B2C3	Introduction of unspecified therapeutic substance into bladder	35
7B2C4	Distension of bladder NEC	31
7B2C5	Urinary bladder stimulator	2
7B2C6	Cystometry	124
7B2C7	Intravesical installation of chemotherapeutic agent for malignant disease	63
7B2C8	Intravesical installation of therapeutic agent for benign disease	7
7B2C9	Insertion of suprapubic catheter	335
7B2CA	Micturating cystogram	88
7B2CC	Micturating cystography	7
7B2Cy	Other specified other operation on bladder	2
7B2Cz	Other operation on bladder NOS	6
7B2D0	Suprapubic aspiration of bladder	1
7B2Dz	Operations on bladder NOS	1
7B2y	Other specified operations on bladder	11
7B2z	Bladder operations NOS	70
7B3	Bladder outlet and prostate operations	189
7B30	Combined abdominal and vaginal operations to support outlet of female bladder	2
7B300	Abdominoperineal suspension of urethra	1
7B301	Unspecified endoscopic suspension of bladder neck	1
7B302	Stamey endoscopic bladder neck suspension	31
7B303	Pereyra - Raz endoscopic bladder neck suspension	4
7B31	Abdominal operations to support outlet of female bladder	5
7B310	Suprapubic sling operation	83
7B311	Retropubic suspension of bladder neck	60
7B312	Colposuspension of bladder neck	1139
7B313	Urethrolysis	5
7B32	Vaginal operations to support outlet of female bladder	24
7B320	Vaginal buttressing of urethra	16
7B322	Introduction of tension free vaginal tape	486
7B323	Total removal of tension-free vaginal tape	1
7B324	Partial removal of tension-free vaginal tape	2
7B325	Introduction of transobturator tape	143
7B326	Removal of transobturator tape	2
7B32y	Other specified vaginal operation to support outlet of female bladder	5
7B32z	Vaginal operation to support outlet of female bladder NOS	2
7B33	Other open operations on outlet of female bladder	1
7B330	Open resection of female bladder neck	2
7B331	Insertion of prosthetic collar around female bladder neck	1
7B334	Insertion of sphincter around female bladder neck	3
7B335	Activation of bladder neck sphincter in female	1
7B336	Maintenance of bladder neck sphincter in female	1
7B337	Removal of bladder neck sphincter in female	1
7B340	Endoscopic resection of female bladder neck	4
7B342	Endoscopic suburethral injection of inert substance in female	22
7B34y	Other specified therapeutic endoscopic operation on outlet of female bladder	2
7B35	Other operations on outlet of female bladder	1
7B350	Closed urethrotomy in female	38
7B351	Dilation of outlet of female bladder	14
7B35y	Other specified other operation on outlet of female bladder	5
7B36	Open prostatectomy	100
7B360	Radical prostatectomy - unspecified excision of pelvic nodes	189
7B361	Retropubic prostatectomy	105
7B362	Transvesical prostatectomy	4
7B363	Perineal prostatectomy	5
7B365	Radical prostatectomy without pelvic node excision	93
7B366	Radical prostatectomy with pelvic node sampling	30
7B367	Radical prostatectomy with pelvic lymphadenectomy	15
7B36z	Open excision of prostate NOS	452
7B37	Other open operations on prostate	12
7B371	Open biopsy of prostate	159
7B372	Prostatotomy	8
7B373	Aspiration of prostatic abscess	5
7B374	Open haemostasis of prostate	2
7B380	Open resection of male bladder neck	9
7B384	Implantation of sphincter around male bladder neck	7
7B385	Activation of sphincter around male bladder neck	2
7B386	Maintenance of sphincter around male bladder neck	2
7B388	Reconstruction of neck of male bladder NEC	2
7B389	Introduction of transobturator sling	3
7B39	Endoscopic resection of outlet of male bladder or prostate	139
7B390	Transurethral prostatectomy	5271
7B391	Punch resection of prostate	1
7B392	Other endoscopic resection of prostate	13
7B393	Endoscopic laser ablation of prostate	49
7B394	Transurethral resection of male bladder neck	35
7B395	Endoscopic resection of prostate using an electrotome	140
7B396	Endoscopic resection of prostate using laser	18
7B397	Endoscopic resection of prostate using vapotrode	1
7B39y	Other specified endoscopic resection of outlet of male bladder	4
7B39z	Endoscopic resection of outlet of male bladder NOS	4
7B3A0	Endoscopic external sphincterotomy of male bladder	10
7B3A1	Endoscopic incision of male bladder neck	259
7B3A4	Transurethral incision of prostate	18
7B3Ay	Other specified other therapeutic endoscopic operation on outlet of male bladder	1
7B3B	Other therapeutic endoscopic operations on prostate	7
7B3B0	Endoscopic cryotherapy of prostate	2
7B3B3	Endoscopic punch biopsy of prostate	72
7B3B5	Endoscopic insertion of prostatic stent	3
7B3B6	Ultrasound ablation of prostate	10
7B3B7	Endoscopic removal of prostatic stent	1
7B3B8	Endoscopic change of prostatic stent	2
7B3B9	Endoscopic transurethral electrovaporisation of prostate	6
7B3Bz	Other therapeutic endoscopic operation on prostate NOS	1
7B3C	Other operations on prostate or male bladder outlet	57
7B3C0	Needle aspiration of prostate	1
7B3C1	Transperineal needle biopsy of prostate	73
7B3C2	Transrectal needle biopsy of prostate	547
7B3C3	Prostatic massage	35
7B3C5	Transurethral biopsy prostate	620
7B3C6	Cryotherapy to prostate via perineal probe	2
7B3C8	Transrectal microwave thermotherapy to prostate	1
7B3C9	Seed implantation into prostate	1
7B3Cz	Other operation on outlet of male bladder or prostate NOS	8
7B3D1	Endoscopic removal of prostatic stent	1
7B3E	Other operations on prostate	5
7B3E0	High intensity focused ultrasound of prostate	7
7B3Ez	Other operations on prostate NOS	3
7B3y	Other specified operations on bladder neck or prostate	12
7B3z	Bladder neck and prostate operations NOS	20
7B4	Urethra and other urinary tract operations	37
7B40	Excision of urethra	14
7B400	Partial urethrectomy	2
7B401	Total urethrectomy	1
7B402	Open excision of urethral lesion	13
7B40z	Excision of urethra NOS	2
7B41	Repair of urethra	203
7B410	Other hypospadias repair	496
7B411	Epispadias repair	11
7B412	Closure of urethral fistula	51
7B413	Unspecified reconstruction of urethra	7
7B415	Urethroplasty not elsewhere classified	11
7B417	MAGPI hypospadias repair	51
7B418	Duckett hypospadias repair	12
7B419	Anastomotic urethroplasty	12
7B41A	Free graft urethroplasty	7
7B41B	Pedicled flap urethroplasty	2
7B41y	Other specified repair of urethra	1
7B41z	Repair of urethra NOS	9
7B42	Other open operations on urethra	165
7B420	Open biopsy of urethral lesion	4
7B421	Insertion of bulbar urethral prosthesis	4
7B422	External urethrotomy	33
7B423	Open urethrotomy and removal of calculus	5
7B42y	Other specified open operation on urethra	3
7B42z	Open operation on urethra NOS	4
7B43	Therapeutic endoscopy of urethra	2
7B430	Endoscopic extirpation of urethral lesion	9
7B431	Endoscopic removal of foreign body from urethra	2
7B432	Optical urethrotomy	286
7B433	Endoscopic urethral dilatation	803
7B434	Endoscopic insertion of urethral stent	31
7B435	Endoscopic destruction of posterior urethral valve	1
7B436	Endoscopic removal of urethral stent	46
7B437	Excision of urethral diverticulum	16
7B438	Laser urethrotomy	7
7B439	Endoscopic removal of urethral calculus	5
7B43z	Therapeutic endoscopy on urethra NOS	3
7B44	Diagnostic urethroscopic procedures	105
7B440	Diagnostic urethroscopy and biopsy	17
7B441	Diagnostic urethroscopy	122
7B44y	Other specified diagnostic urethroscopy	7
7B44z	Diagnostic urethroscopy NOS	27
7B45	Other operations on urethra	9
7B450	Bouginage of urethra using soft bougies	32
7B451	Non-endoscopic dilation of urethra using rigid dilators	60
7B452	Calibration of urethra	5
7B453	Otis urethrotomy in male	20
7B455	Balloon dilatation of urethra	75
7B456	Hook ablation of posterior urethral valve	2
7B457	Laser urethrotomy	6
7B458	Diathermy of urethral caruncle	27
7B45A	Urethral bouginage using Cluttons sound	1
7B45C	Urethrography ascending NEC	1
7B45y	Other specified other operation on urethra	2
7B45z	Other operation on urethra NOS	13
7B46	Operations on urethral orifice	15
7B460	Urethral meatoplasty	84
7B461	Urethral meatotomy	128
7B463	Dilatation of urethral meatus	394
7B46z	Operation on urethral orifice NOS	1
7B47	Other operations on urinary tract	3
7B473	Pan endoscopy of urinary tract	57
7B4y	Other specified operations on urethra or other part of urinary tract	3
7B4z	Urethra and other urinary operations NOS	16
7Bz	Urinary operations NOS	6
7C254	Correction of chordee	1
7D1A0	Unspecified repair of vesicovaginal fistula	1
7D1A5	Vaginal repair of vesicovaginal fistula	2
7G250	Drainage of lesion of skin of head or neck	1
7G251	Drainage of lesion of skin NEC	10
7G257	Incision and drainage of abscess	80
7G2A9	Subcutaneous injection of hormone antagonist	33
7H272	Freeing of adhesions of peritoneum	11
7H672	Excision of branchial cyst	8
7H673	Closure of branchial fistula	1
7K1L4	Closed reduction of fracture of hip	18
7K23	Prosthetic cemented hemiarthroplasty of hip	353
7K230	Primary cemented hemiarthroplasty of hip	80
7K231	Conversion to cemented hemiarthroplasty of hip	1
7K232	Revision cemented hemiarthroplasty of hip	16
7K23y	Other specified prosthetic cemented hemiarthroplasty of hip	1
7K23z	Prosthetic cemented hemiarthroplasty of hip NOS	8
7K24	Prosthetic uncemented hemiarthroplasty of hip	61
7K240	Primary uncemented hemiarthroplasty of hip	8
7K242	Revision uncemented hemiarthroplasty of hip	6
7K24x	Conversion from uncemented hemiarthroplasty of hip	1
7K24z	Prosthetic uncemented hemiarthroplasty of hip NOS	2
7L0	Operations covering multiple systems	1
7L000	Replantation of whole upper limb	1
7L003	Replantation of thumb	2
7L004	Replantation of finger NEC	1
7L012	Replantation of toe	1
7L03	Implantation of prosthesis for limb	2
7L03y	Other specified implantation of prosthesis for limb	1
7L04	Amputation of arm	8
7L040	Forequarter amputation	2
7L041	Disarticulation of shoulder	10
7L042	Amputation above elbow	3
7L043	Amputation through forearm	6
7L05	Amputation of hand	6
7L051	Amputation of thumb	14
7L052	Amputation of phalanx of finger	61
7L053	Amputation of finger NEC	139
7L054	Amputation through phalanx of finger	3
7L055	Terminalisation of thumb	7
7L056	Terminalisation of finger	45
7L05z	Amputation of hand NOS	1
7L06	Amputation of leg	25
7L060	Hindquarter amputation	10
7L061	Disarticulation of hip	11
7L062	Amputation above knee	84
7L063	Amputation through knee	12
7L064	Amputation below knee	115
7L06y	Other specified amputation of leg	3
7L06z	Amputation of leg NOS	3
7L07	Amputation of foot	10
7L070	Amputation through ankle	4
7L071	Disarticulation of tarsal bones	1
7L072	Disarticulation tarsometatarsal joint	11
7L073	Amputation through metatarsal bones	4
7L07y	Other specified amputation of foot	1
7L08	Amputation of toe	254
7L080	Amputation hallux	14
7L081	Amputation of phalanx of toe	13
7L082	Proximal hemiphalangectomy of toe	31
7L083	Amputation lesser toe	9
7L084	Terminalisation of hallux	2
7L085	Terminalisation of lesser toe	3
7L08y	Other specified amputation of toe	14
7L08z	Amputation of toe NOS	8
7L09	Operations on amputation stump	4
7L090	Reamputation at higher level	2
7L093	Revision coverage of amputation stump	8
7L094	Drainage of amputation stump	1
7L095	Excision neuroma amputation stump	3
7L09y	Other specified operation on amputation stump	1
7L09z	Operation on amputation stump NOS	2
7L0A	Clearance of pelvis	4
7L0A2	Posterior exenteration of pelvis	2
7L0Ay	Other specified clearance of pelvis	1
7L0Az	Clearance of pelvis NOS	1
7L0B	Operations for sexual transformation	4
7L0B0	Combined operations for transformation from male to female	4
7L0By	Other specified operation for sexual transformation	1
7L0Bz	Operation for sexual transformation NOS	2
7L0D	Correction of congenital deformity of shoulder or upper arm	1
7L0D1	Correction of obstetric palsy	3
7L0E0	Excision of anlage of radius	2
7L0E1	Excision of anlage of ulna	1
7L0E6	Radialialization correction for radial club hand	1
7L0F	Correction of congenital deformity of hand	9
7L0F1	Correction of mirror hand	1
7L0F2	Correction of syndactyly of fingers using skin graft	11
7L0F3	Correction of syndactyly of fingers using skin expander	3
7L0F4	Amputation of duplicate thumb	2
7L0F5	Amputation of supernumerary finger NEC	15
7L0F6	Stabilisation of hypoplastic thumb	2
7L0F8	Correction of cleft hand	1
7L0F9	Release of thumb-in-palm deformity	1
7L0FB	Correction of camtodactyly	1
7L0FC	Correction of clinodactyly with osteotomy and bone graft	1
7L0FD	Correction of clinodactyly with closing wedge osteotomy	1
7L0FF	Correction of radial polydactyly	9
7L0FG	Excision of radial digit and skeletal repair for polydactyly	3
7L0FH	Excision of ulnar digit and skeletal repair for polydactyly	5
7L0FJ	Correction of macrodactyly	1
7L0Fy	Other specified correction of congenital deformity of hand	97
7L0Fz	Correction of congenital deformity of hand NOS	2
7L0G	Correction of congenital deformity of hip	5
